1592083329,1592083395,/home/ed/Data/2020-06-13-14-00-00_test/feeding/,raw
1592084251,1592084290,/home/ed/Data/2020-06-13-14-00-00_test/bread/,raw
1592084469,1592084524,/home/ed/Data/2020-06-13-14-00-00_test/high_fps/,raw
1592951090,1592951140,/home/ed/Data/2020-06-23-15-11-00_test/,raw
1593023982,1593024015,/home/ed/Data/2020-06-24-11-33-00_test/,raw
1593024674,1593024708,/home/ed/Data/2020-06-24-11-33-00_test/,raw
1593024790,1593024819,/home/ed/Data/2020-06-24-11-33-00_test/,raw
1593708186,1593708225,/home/ed/Data/2020-07-02-09-27-00_test/,rect
1593708462,1593708493,/home/ed/Data/2020-07-02-09-27-00_test/,rect
1593708623,1593708680,/home/ed/Data/2020-07-02-09-27-00_test/,rect
1593708860,1593708883,/home/ed/Data/2020-07-02-09-27-00_test/,rect
1593708932,1593708964,/home/ed/Data/2020-07-02-09-27-00_test/,rect
